target,task,comparison,train_version,test_version,fold,n_train,n_test,r2,pearson,spearman,rmse,nrmse,balanced_accuracy,macro_f1,roc_auc
tail_vigor,regression,within,jade/keep_top_02/cleaned_jade_220127_F4_run2_fluorescence,jade/keep_top_02/cleaned_jade_220127_F4_run2_fluorescence,4,2536,635,-0.4899170156990975,0.12337779911400015,0.09247454458504177,1.1661879350624582,1.2206215694059719,,,
tail_vigor,regression,within,jade/keep_top_03/cleaned_jade_220127_F4_run2_fluorescence,jade/keep_top_03/cleaned_jade_220127_F4_run2_fluorescence,0,2536,635,-1.1500231161062153,0.1688357762567977,0.17743197507052538,1.5195152189102814,1.466295712367125,,,
tail_vigor,regression,within,jade/keep_top_03/cleaned_jade_220127_F4_run2_fluorescence,jade/keep_top_03/cleaned_jade_220127_F4_run2_fluorescence,1,2533,635,-1.2449147958383224,0.08698638567012532,0.0885840988657304,1.6753447024803287,1.4983039731103707,,,
tail_vigor,regression,within,jade/keep_top_03/cleaned_jade_220127_F4_run2_fluorescence,jade/keep_top_03/cleaned_jade_220127_F4_run2_fluorescence,2,2534,634,-0.7817916226608548,0.15014619098536372,0.18311395850575796,1.3225867847262915,1.3348376765213268,,,
tail_vigor,regression,within,jade/keep_top_03/cleaned_jade_220127_F4_run2_fluorescence,jade/keep_top_03/cleaned_jade_220127_F4_run2_fluorescence,3,2533,635,-0.6806454716561006,0.14010445073222105,0.13467614217526785,1.408748333106425,1.296397111866615,,,
tail_vigor,regression,within,jade/keep_top_03/cleaned_jade_220127_F4_run2_fluorescence,jade/keep_top_03/cleaned_jade_220127_F4_run2_fluorescence,4,2536,635,-0.5339001704683743,0.18711231299411615,0.1940813574693532,1.1832759889109628,1.2385072347258916,,,
tail_vigor,regression,within,jade/keep_top_04/cleaned_jade_220127_F4_run2_fluorescence,jade/keep_top_04/cleaned_jade_220127_F4_run2_fluorescence,0,2536,635,-1.01485160390961,0.1810163923548096,0.18143980973428575,1.470974087170876,1.4194546854019714,,,
tail_vigor,regression,within,jade/keep_top_04/cleaned_jade_220127_F4_run2_fluorescence,jade/keep_top_04/cleaned_jade_220127_F4_run2_fluorescence,1,2533,635,-1.1212050062457783,0.14250380561222464,0.14602022259983072,1.6285292648582022,1.4564357199154994,,,
tail_vigor,regression,within,jade/keep_top_04/cleaned_jade_220127_F4_run2_fluorescence,jade/keep_top_04/cleaned_jade_220127_F4_run2_fluorescence,2,2534,634,-0.8269935309671526,0.1753158194763104,0.20498698499267812,1.3392579323986007,1.3516632461405291,,,
tail_vigor,regression,within,jade/keep_top_04/cleaned_jade_220127_F4_run2_fluorescence,jade/keep_top_04/cleaned_jade_220127_F4_run2_fluorescence,3,2533,635,-0.5546556531916447,0.1999041889298857,0.1922744127751051,1.3549162939809778,1.246858313198274,,,
tail_vigor,regression,within,jade/keep_top_04/cleaned_jade_220127_F4_run2_fluorescence,jade/keep_top_04/cleaned_jade_220127_F4_run2_fluorescence,4,2536,635,-0.5448014294282504,0.21981947225995063,0.2160984042620354,1.1874732505742127,1.2429004101006045,,,
tail_vigor,regression,within,jade/keep_top_05/cleaned_jade_220127_F4_run2_fluorescence,jade/keep_top_05/cleaned_jade_220127_F4_run2_fluorescence,0,2536,635,-0.9235436659453029,0.27322467280845264,0.25451857452351884,1.4372572707560984,1.3869187668877014,,,
tail_vigor,regression,within,jade/keep_top_05/cleaned_jade_220127_F4_run2_fluorescence,jade/keep_top_05/cleaned_jade_220127_F4_run2_fluorescence,1,2533,635,-0.8132152777154595,0.22099083145987403,0.20441272597524038,1.50566699453545,1.3465568230548088,,,
tail_vigor,regression,within,jade/keep_top_05/cleaned_jade_220127_F4_run2_fluorescence,jade/keep_top_05/cleaned_jade_220127_F4_run2_fluorescence,2,2534,634,-0.8184255317774893,0.2727003810649996,0.2610933614726601,1.336113902182442,1.34849009331826,,,
tail_vigor,regression,within,jade/keep_top_05/cleaned_jade_220127_F4_run2_fluorescence,jade/keep_top_05/cleaned_jade_220127_F4_run2_fluorescence,3,2533,635,-0.49696230433851407,0.2867406532249064,0.26640853425102534,1.3295381161331086,1.2235041088359755,,,
tail_vigor,regression,within,jade/keep_top_05/cleaned_jade_220127_F4_run2_fluorescence,jade/keep_top_05/cleaned_jade_220127_F4_run2_fluorescence,4,2536,635,-0.5115638609335758,0.27683370178561345,0.2743949254826095,1.1746290954400116,1.2294567340632918,,,
tail_vigor,regression,within,jade/keep_top_06/cleaned_jade_220127_F4_run2_fluorescence,jade/keep_top_06/cleaned_jade_220127_F4_run2_fluorescence,0,2536,635,-1.1074200850450793,0.3095928065167331,0.2906025189486943,1.5043851817283074,1.4516955896623365,,,
tail_vigor,regression,within,jade/keep_top_06/cleaned_jade_220127_F4_run2_fluorescence,jade/keep_top_06/cleaned_jade_220127_F4_run2_fluorescence,1,2533,635,-1.1420720202429981,0.2888900602694703,0.29467653664776133,1.6365198591138237,1.4635819144287752,,,
tail_vigor,regression,within,jade/keep_top_06/cleaned_jade_220127_F4_run2_fluorescence,jade/keep_top_06/cleaned_jade_220127_F4_run2_fluorescence,2,2534,634,-0.48700698252072216,0.3397901206116592,0.31921634912424773,1.2082372655050182,1.2194289575537895,,,
tail_vigor,regression,within,jade/keep_top_06/cleaned_jade_220127_F4_run2_fluorescence,jade/keep_top_06/cleaned_jade_220127_F4_run2_fluorescence,3,2533,635,-0.5809427445684636,0.3545439126700543,0.31157341953745565,1.36632316408058,1.2573554567299035,,,
tail_vigor,regression,within,jade/keep_top_06/cleaned_jade_220127_F4_run2_fluorescence,jade/keep_top_06/cleaned_jade_220127_F4_run2_fluorescence,4,2536,635,-0.6512521173196637,0.27768745222174,0.2640734765571658,1.2277054896301671,1.2850105514429304,,,
tail_vigor,regression,within,sobi/keep_top_01/cleaned_sobi_220127_F4_run2_fluorescence,sobi/keep_top_01/cleaned_sobi_220127_F4_run2_fluorescence,0,2536,635,-2.1537347831826636,0.11801379261584628,0.09928941947060284,1.8403315583911604,1.7758757792094197,,,
tail_vigor,regression,within,sobi/keep_top_01/cleaned_sobi_220127_F4_run2_fluorescence,sobi/keep_top_01/cleaned_sobi_220127_F4_run2_fluorescence,1,2533,635,-0.5626590894418859,-0.10369967652608947,-0.07366856875139773,1.3977720975408627,1.250063634157032,,,
tail_vigor,regression,within,sobi/keep_top_01/cleaned_sobi_220127_F4_run2_fluorescence,sobi/keep_top_01/cleaned_sobi_220127_F4_run2_fluorescence,2,2534,634,-1.2183701246894532,0.00472039897530072,0.012856595336620587,1.4757497777947737,1.4894193918065701,,,
tail_vigor,regression,within,sobi/keep_top_01/cleaned_sobi_220127_F4_run2_fluorescence,sobi/keep_top_01/cleaned_sobi_220127_F4_run2_fluorescence,3,2533,635,-0.4988521331512723,-0.05302408035450116,-0.05712075846405272,1.330377084131616,1.2242761670273878,,,
tail_vigor,regression,within,sobi/keep_top_01/cleaned_sobi_220127_F4_run2_fluorescence,sobi/keep_top_01/cleaned_sobi_220127_F4_run2_fluorescence,4,2536,635,-0.08493199306524768,0.07566246152866554,-0.013578261781215782,0.9951504920485021,1.0416006879151183,,,
tail_vigor,regression,within,sobi/keep_top_02/cleaned_sobi_220127_F4_run2_fluorescence,sobi/keep_top_02/cleaned_sobi_220127_F4_run2_fluorescence,0,2536,635,-0.9501974359212408,0.4027425568124149,0.4085307300184265,1.4471807601857107,1.3964946959875075,,,
tail_vigor,regression,within,sobi/keep_top_02/cleaned_sobi_220127_F4_run2_fluorescence,sobi/keep_top_02/cleaned_sobi_220127_F4_run2_fluorescence,1,2533,635,-1.2575594227295555,0.28760690401495165,0.31322487866456583,1.680056320537846,1.5025176946477388,,,
tail_vigor,regression,within,sobi/keep_top_02/cleaned_sobi_220127_F4_run2_fluorescence,sobi/keep_top_02/cleaned_sobi_220127_F4_run2_fluorescence,2,2534,634,-0.36487325854347397,0.41595496556437006,0.4052988813865261,1.1575556657711017,1.1682779029595116,,,
